GeneSymbol,GeneID,DiseaseName,DiseaseID
CYP17A1,1586,Urinary Bladder Neoplasms,MESH:D001749
CYP19A1,1588,Adenocarcinoma,MESH:D000230
CYP19A1,1588,Amenorrhea,MESH:D000568
CYP19A1,1588,Aromatase deficiency,MESH:C537436
CYP19A1,1588,Autism Spectrum Disorder,MESH:D000067877
CYP19A1,1588,Autistic Disorder,MESH:D001321
CYP19A1,1588,Bone Resorption,MESH:D001862
CYP19A1,1588,Breast Neoplasms,MESH:D001943
CYP19A1,1588,Critical Illness,MESH:D016638
CYP19A1,1588,"Diabetes, Gestational",MESH:D016640
CYP19A1,1588,Endometriosis,MESH:D004715
CYP19A1,1588,Esophageal Neoplasms,MESH:D004938
CYP19A1,1588,Fatty Liver,MESH:D005234
CYP19A1,1588,Fibrosis,MESH:D005355
CYP19A1,1588,Hypogonadism,MESH:D007006
CYP19A1,1588,Hypopituitarism,MESH:D007018
CYP19A1,1588,"Infertility, Female",MESH:D007247
CYP19A1,1588,Neoplasm Metastasis,MESH:D009362
CYP19A1,1588,Osteoporosis,MESH:D010024
CYP19A1,1588,Ovarian Diseases,MESH:D010049
CYP19A1,1588,Polycystic Ovary Syndrome,MESH:D011085
CYP19A1,1588,Prostatic Neoplasms,MESH:D011471
CYP19A1,1588,Recurrence,MESH:D012008
CYP19A1,1588,Sexual Infantilism,MESH:D050035
CYP1A,140634,Edema,MESH:D004487
CYP1A1,1543,"Abortion, Spontaneous",MESH:D000022
CYP1A1,1543,Arteritis,MESH:D001167
CYP1A1,1543,Autism Spectrum Disorder,MESH:D000067877
CYP1A1,1543,Birth Weight,MESH:D001724
CYP1A1,1543,Bradycardia,MESH:D001919
CYP1A1,1543,Breast Neoplasms,MESH:D001943
CYP1A1,1543,"Carcinoma, Hepatocellular",MESH:D006528
CYP1A1,1543,Cardiomegaly,MESH:D006332
CYP1A1,1543,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP1A1,1543,"Dermatitis, Allergic Contact",MESH:D017449
CYP1A1,1543,"Dermatitis, Atopic",MESH:D003876
CYP1A1,1543,"Dermatitis, Contact",MESH:D003877
CYP1A1,1543,"Diabetes Mellitus, Experimental",MESH:D003921
CYP1A1,1543,Drug Eruptions,MESH:D003875
CYP1A1,1543,Hamartoma,MESH:D006222
CYP1A1,1543,Hematuria,MESH:D006417
CYP1A1,1543,Hepatomegaly,MESH:D006529
CYP1A1,1543,Hyperoxia,MESH:D018496
CYP1A1,1543,Hypersensitivity,MESH:D006967
CYP1A1,1543,Hypertension,MESH:D006973
CYP1A1,1543,"Infertility, Male",MESH:D007248
CYP1A1,1543,Kidney Neoplasms,MESH:D007680
CYP1A1,1543,Long QT Syndrome,MESH:D008133
CYP1A1,1543,Lung Injury,MESH:D055370
CYP1A1,1543,"Micronuclei, Chromosome-Defective",MESH:D048629
CYP1A1,1543,Occupational Diseases,MESH:D009784
CYP1A1,1543,Peripheral Vascular Diseases,MESH:D016491
CYP1A1,1543,Prostatic Neoplasms,MESH:D011471
CYP1A1,1543,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
CYP1A1,1543,"Tachycardia, Sinus",MESH:D013616
CYP1A2,1544,Atrophy,MESH:D001284
CYP1A2,1544,Autism Spectrum Disorder,MESH:D000067877
CYP1A2,1544,"Carcinoma, Hepatocellular",MESH:D006528
CYP1A2,1544,"Carcinoma, Squamous Cell",MESH:D002294
CYP1A2,1544,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP1A2,1544,Cholestasis,MESH:D002779
CYP1A2,1544,Colorectal Neoplasms,MESH:D015179
CYP1A2,1544,"Diabetes Mellitus, Type 2",MESH:D003924
CYP1A2,1544,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
CYP1A2,1544,Growth Disorders,MESH:D006130
CYP1A2,1544,Hepatomegaly,MESH:D006529
CYP1A2,1544,Liver Cirrhosis,MESH:D008103
CYP1A2,1544,"Liver Cirrhosis, Experimental",MESH:D008106
CYP1A2,1544,Liver Diseases,MESH:D008107
CYP1A2,1544,"Liver Neoplasms, Experimental",MESH:D008114
CYP1A2,1544,Lung Injury,MESH:D055370
CYP1A2,1544,Lung Neoplasms,MESH:D008175
CYP1A2,1544,Methemoglobinemia,MESH:D008708
CYP1A2,1544,Neural Tube Defects,MESH:D009436
CYP1A2,1544,Non-alcoholic Fatty Liver Disease,MESH:D065626
CYP1A2,1544,Porphyria Cutanea Tarda,MESH:D017119
CYP1A2,1544,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
CYP1A2,1544,"Pulmonary Disease, Chronic Obstructive",MESH:D029424
CYP1A2,1544,Splenic Diseases,MESH:D013158
CYP1A2,1544,Splenomegaly,MESH:D013163
CYP1B1,1545,Adenoma,MESH:D000236
CYP1B1,1545,Anterior segment mesenchymal dysgenesis,MESH:C537775
CYP1B1,1545,Breast Neoplasms,MESH:D001943
CYP1B1,1545,"Carcinoma, Squamous Cell",MESH:D002294
CYP1B1,1545,Cardiomegaly,MESH:D006332
CYP1B1,1545,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP1B1,1545,Colorectal Neoplasms,MESH:D015179
CYP1B1,1545,"Dermatitis, Contact",MESH:D003877
CYP1B1,1545,Fatty Liver,MESH:D005234
CYP1B1,1545,"Glaucoma 3, Primary Congenital, A",MESH:C565547
CYP1B1,1545,"Glaucoma 3, primary infantile, B",MESH:C536824
CYP1B1,1545,Glucose Intolerance,MESH:D018149
CYP1B1,1545,Hepatomegaly,MESH:D006529
CYP1B1,1545,Lung Neoplasms,MESH:D008175
CYP1B1,1545,Melanoma,MESH:D008545
CYP1B1,1545,Mouth Neoplasms,MESH:D009062
CYP1B1,1545,Obesity,MESH:D009765
CYP1B1,1545,Ovarian Neoplasms,MESH:D010051
CYP1B1,1545,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
CYP1B1,1545,Prostatic Neoplasms,MESH:D011471
CYP21A2,1589,"Adrenal Hyperplasia, Congenital",MESH:D000312
CYP21A2,1589,Autism Spectrum Disorder,MESH:D000067877
CYP21A2,1589,Congenital adrenal hyperplasia due to 21 hydroxylase deficiency,MESH:C535979
CYP24A1,1591,"Abortion, Spontaneous",MESH:D000022
CYP24A1,1591,Autism Spectrum Disorder,MESH:D000067877
CYP24A1,1591,Breast Neoplasms,MESH:D001943
CYP24A1,1591,Hypercalcemia,MESH:D006934
CYP24A1,1591,"Hypercalcemia, Infantile",MESH:C562999
CYP24A1,1591,Hypercalciuria,MESH:D053565
CYP24A1,1591,Lung Neoplasms,MESH:D008175
CYP24A1,1591,Nephrolithiasis,MESH:D053040
CYP24A1,1591,Osteoporosis,MESH:D010024
CYP24A1,1591,Renal Insufficiency,MESH:D051437
CYP26A1,1592,Adenocarcinoma,MESH:D000230
CYP26A1,1592,Adenomatous Polyposis Coli,MESH:D011125
CYP26A1,1592,Barrett Esophagus,MESH:D001471
CYP26A1,1592,Colonic Neoplasms,MESH:D003110
CYP26A1,1592,Endometriosis,MESH:D004715
CYP26A1,1592,Esophageal Neoplasms,MESH:D004938
CYP26A1,1592,"Liver Cirrhosis, Experimental",MESH:D008106
CYP26B1,56603,Autism Spectrum Disorder,MESH:D000067877
CYP26B1,56603,Desbuquois syndrome,MESH:C535943
CYP26B1,56603,Esophageal Squamous Cell Carcinoma,MESH:D000077277
CYP26B1,56603,Mouth Diseases,MESH:D009059
CYP26B1,56603,Obesity,MESH:D009765
CYP26C1,340665,Focal Facial Dermal Dysplasias,MESH:D000090303
CYP27A1,1593,Atherosclerosis,MESH:D050197
CYP27A1,1593,Autism Spectrum Disorder,MESH:D000067877
CYP27A1,1593,"Bone Diseases, Metabolic",MESH:D001851
CYP27A1,1593,Cholestasis,MESH:D002779
CYP27A1,1593,Liver Cirrhosis,MESH:D008103
CYP27A1,1593,"Xanthomatosis, Cerebrotendinous",MESH:D019294
CYP27B1,1594,Autism Spectrum Disorder,MESH:D000067877
CYP27B1,1594,Desbuquois syndrome,MESH:C535943
CYP27B1,1594,Hypercalcemia,MESH:D006934
CYP27B1,1594,Polymyositis,MESH:D017285
CYP27B1,1594,Rickets,MESH:D012279
CYP27B1,1594,"Vitamin D Hydroxylation-Deficient Rickets, Type 1A",MESH:C562688
CYP27C1,339761,Autism Spectrum Disorder,MESH:D000067877
CYP2A13,1553,Adenocarcinoma of Lung,MESH:D000077192
CYP2A13,1553,Autism Spectrum Disorder,MESH:D000067877
CYP2A13,1553,"Cell Transformation, Neoplastic",MESH:D002471
CYP2A2,24895,"Liver Cirrhosis, Experimental",MESH:D008106
CYP2A4,13086,"Liver Neoplasms, Experimental",MESH:D008114
CYP2A5,13087,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2A6,1548,Adenocarcinoma,MESH:D000230
CYP2A6,1548,Brain Diseases,MESH:D001927
CYP2A6,1548,"Carcinoma, Large Cell",MESH:D018287
CYP2A6,1548,"Carcinoma, Small Cell",MESH:D018288
CYP2A6,1548,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2A6,1548,Colorectal Neoplasms,MESH:D015179
CYP2A6,1548,Coumarin Resistance,MESH:C563039
CYP2A6,1548,Disease Progression,MESH:D018450
CYP2A6,1548,Esophageal Squamous Cell Carcinoma,MESH:D000077277
CYP2A6,1548,Hepatitis B,MESH:D006509
CYP2A6,1548,Hepatitis C,MESH:D006526
CYP2A6,1548,"Liver Diseases, Parasitic",MESH:D008109
CYP2A6,1548,Lung Neoplasms,MESH:D008175
CYP2A6,1548,Nasopharyngeal Neoplasms,MESH:D009303
CYP2A6,1548,Opisthorchiasis,MESH:D009889
CYP2A6,1548,Prostatic Neoplasms,MESH:D011471
CYP2A6,1548,Pulmonary Emphysema,MESH:D011656
CYP2A6,1548,Stomach Neoplasms,MESH:D013274
CYP2A6,1548,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890
CYP2A6,1548,Tobacco Use Disorder,MESH:D014029
CYP2A7,1549,Autism Spectrum Disorder,MESH:D000067877
CYP2B1,24300,Breast Neoplasms,MESH:D001943
CYP2B1,24300,Glioma,MESH:D005910
CYP2B1,24300,Hepatitis C,MESH:D006526
CYP2B1,24300,Hepatomegaly,MESH:D006529
CYP2B1,24300,Inflammation,MESH:D007249
CYP2B1,24300,Necrosis,MESH:D009336
CYP2B1,24300,Pancreatic Neoplasms,MESH:D010190
CYP2B10,13088,Cholestasis,MESH:D002779
CYP2B10,13088,"Diabetes Mellitus, Experimental",MESH:D003921
CYP2B2,361523,Inflammation,MESH:D007249
CYP2B6,1555,Autism Spectrum Disorder,MESH:D000067877
CYP2B6,1555,"Carcinoma, Hepatocellular",MESH:D006528
CYP2B6,1555,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2B6,1555,"EFAVIRENZ, POOR METABOLISM OF",OMIM:614546
CYP2B6,1555,Gliosarcoma,MESH:D018316
CYP2B6,1555,"Kidney Failure, Chronic",MESH:D007676
CYP2B6,1555,"TOBACCO ADDICTION, SUSCEPTIBILITY TO",OMIM:188890
CYP2B9,13094,"Diabetes Mellitus, Experimental",MESH:D003921
CYP2C,100328933,"Liver Cirrhosis, Experimental",MESH:D008106
CYP2C11,29277,Cardiomegaly,MESH:D006332
CYP2C11,29277,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2C11,29277,"Liver Cirrhosis, Experimental",MESH:D008106
CYP2C18,1562,Gliosarcoma,MESH:D018316
CYP2C18,1562,Prostatic Neoplasms,MESH:D011471
CYP2C19,1557,Acute Kidney Injury,MESH:D058186
CYP2C19,1557,Atrial Fibrillation,MESH:D001281
CYP2C19,1557,Autism Spectrum Disorder,MESH:D000067877
CYP2C19,1557,Cardiovascular Diseases,MESH:D002318
CYP2C19,1557,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2C19,1557,"Drug Metabolism, Poor, CYP2C19-Related",MESH:C563703
CYP2C19,1557,Genetic Predisposition to Disease,MESH:D020022
CYP2C19,1557,"Kidney Failure, Chronic",MESH:D007676
CYP2C19,1557,Primary Ovarian Insufficiency,MESH:D016649
CYP2C19,1557,Prostatic Neoplasms,MESH:D011471
CYP2C19,1557,Thrombosis,MESH:D013927
CYP2C29,13095,"Liver Neoplasms, Experimental",MESH:D008114
CYP2C8,1558,Autism Spectrum Disorder,MESH:D000067877
CYP2C8,1558,"Carcinoma, Hepatocellular",MESH:D006528
CYP2C8,1558,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
CYP2C8,1558,Kidney Diseases,MESH:D007674
CYP2C8,1558,Nervous System Diseases,MESH:D009422
CYP2C8,1558,Peripheral Nervous System Diseases,MESH:D010523
CYP2C8,1558,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
CYP2C8,1558,Rhabdomyolysis,MESH:D012206
CYP2C9,1559,Acute Kidney Injury,MESH:D058186
CYP2C9,1559,Autism Spectrum Disorder,MESH:D000067877
CYP2C9,1559,Brain Neoplasms,MESH:D001932
CYP2C9,1559,Cardiomyopathies,MESH:D009202
CYP2C9,1559,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2C9,1559,Coumarin Resistance,MESH:C563039
CYP2C9,1559,Drug Hypersensitivity,MESH:D004342
CYP2C9,1559,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
CYP2C9,1559,Hemorrhage,MESH:D006470
CYP2C9,1559,"Nephritis, Interstitial",MESH:D009395
CYP2C9,1559,Nervous System Diseases,MESH:D009422
CYP2C9,1559,Peptic Ulcer Hemorrhage,MESH:D010438
CYP2C9,1559,Warfarin Sensitivity,MESH:C567080
CYP2D22,56448,Prostatic Neoplasms,MESH:D011471
CYP2D4,171522,Cognition Disorders,MESH:D003072
CYP2D4,171522,"Liver Cirrhosis, Experimental",MESH:D008106
CYP2D6,1565,Acute Kidney Injury,MESH:D058186
CYP2D6,1565,Alzheimer Disease,MESH:D000544
CYP2D6,1565,Amphetamine-Related Disorders,MESH:D019969
CYP2D6,1565,Autism Spectrum Disorder,MESH:D000067877
CYP2D6,1565,Basal Ganglia Diseases,MESH:D001480
CYP2D6,1565,Bradycardia,MESH:D001919
CYP2D6,1565,Breast Neoplasms,MESH:D001943
CYP2D6,1565,Coma,MESH:D003128
CYP2D6,1565,"Drug Metabolism, Poor, CYP2D6-Related",MESH:C563835
CYP2D6,1565,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
CYP2D6,1565,Dystonia,MESH:D004421
CYP2D6,1565,"Epilepsy, Tonic-Clonic",MESH:D004830
CYP2D6,1565,Manganese Poisoning,MESH:D020149
CYP2D6,1565,Muscle Rigidity,MESH:D009127
CYP2D6,1565,"Nephritis, Interstitial",MESH:D009395
CYP2D6,1565,Occupational Diseases,MESH:D009784
CYP2D6,1565,Parkinson Disease,MESH:D010300
CYP2D6,1565,Prenatal Exposure Delayed Effects,MESH:D011297
CYP2D6,1565,"Sexual Dysfunctions, Psychological",MESH:D020018
CYP2D6,1565,Substance-Related Disorders,MESH:D019966
CYP2D6,1565,Tremor,MESH:D014202
CYP2D6,1565,Weight Gain,MESH:D015430
CYP2E1,1571,Adenocarcinoma,MESH:D000230
CYP2E1,1571,Alcoholism,MESH:D000437
CYP2E1,1571,Asthma,MESH:D001249
CYP2E1,1571,"Carcinoma, Hepatocellular",MESH:D006528
CYP2E1,1571,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
CYP2E1,1571,Cardiomegaly,MESH:D006332
CYP2E1,1571,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2E1,1571,Drug Eruptions,MESH:D003875
CYP2E1,1571,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
CYP2E1,1571,Fatty Liver,MESH:D005234
CYP2E1,1571,"Fatty Liver, Alcoholic",MESH:D005235
CYP2E1,1571,"Liver Cirrhosis, Alcoholic",MESH:D008104
CYP2E1,1571,Liver Neoplasms,MESH:D008113
CYP2E1,1571,"Liver Neoplasms, Experimental",MESH:D008114
CYP2E1,1571,Lung Neoplasms,MESH:D008175
CYP2E1,1571,"Lymphoma, Non-Hodgkin",MESH:D008228
CYP2E1,1571,"Micronuclei, Chromosome-Defective",MESH:D048629
CYP2E1,1571,Necrosis,MESH:D009336
CYP2E1,1571,Neoplasm Invasiveness,MESH:D009361
CYP2E1,1571,Non-alcoholic Fatty Liver Disease,MESH:D065626
CYP2E1,1571,Obesity,MESH:D009765
CYP2E1,1571,Parkinson Disease,MESH:D010300
CYP2E1,1571,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198
CYP2E1,1571,Prostatic Neoplasms,MESH:D011471
CYP2F1,1572,Autism Spectrum Disorder,MESH:D000067877
CYP2F2,13107,"Liver Neoplasms, Experimental",MESH:D008114
CYP2J2,1573,Autism Spectrum Disorder,MESH:D000067877
CYP2K18,393484,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP2R1,120227,Autism Spectrum Disorder,MESH:D000067877
CYP2R1,120227,"Bone Diseases, Metabolic",MESH:D001851
CYP2R1,120227,Desbuquois syndrome,MESH:C535943
CYP2R1,120227,Liver Cirrhosis,MESH:D008103
CYP2R1,120227,"Vitamin D Hydroxylation-Deficient Rickets, Type 1B",MESH:C564005
CYP2S1,29785,Autism Spectrum Disorder,MESH:D000067877
CYP2S1,29785,Psoriasis,MESH:D011565
CYP2T1,171380,"Liver Cirrhosis, Experimental",MESH:D008106
CYP2U1,113612,Autism Spectrum Disorder,MESH:D000067877
CYP2U1,113612,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE, WITH OR WITHOUT PSEUDOXANTHOMA ELASTICUM",OMIM:615030
CYP39A1,51302,Autism Spectrum Disorder,MESH:D000067877
CYP39A1,51302,"Carcinoma, Hepatocellular",MESH:D006528
CYP3A11,13112,Cholestasis,MESH:D002779
CYP3A11,13112,"Diabetes Mellitus, Experimental",MESH:D003921
CYP3A11,13112,"Liver Cirrhosis, Experimental",MESH:D008106
CYP3A13,13113,"Liver Cirrhosis, Experimental",MESH:D008106
CYP3A16,13114,"Liver Neoplasms, Experimental",MESH:D008114
CYP3A18,252931,Nephrosis,MESH:D009401
CYP3A2,266682,"Diabetes Mellitus, Type 2",MESH:D003924
CYP3A2,266682,Inflammation,MESH:D007249
CYP3A23-3A1,25642,Acute Kidney Injury,MESH:D058186
CYP3A23-3A1,25642,"Adenoma, Liver Cell",MESH:D018248
CYP3A23-3A1,25642,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP3A23-3A1,25642,"Diabetes Mellitus, Type 2",MESH:D003924
CYP3A23-3A1,25642,Inflammation,MESH:D007249
CYP3A37,678669,Escherichia coli Infections,MESH:D004927
CYP3A4,1576,Breast Neoplasms,MESH:D001943
CYP3A4,1576,"Carcinoma, Ovarian Epithelial",MESH:D000077216
CYP3A4,1576,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP3A4,1576,Hepatitis C,MESH:D006526
CYP3A4,1576,Osteosarcoma,MESH:D012516
CYP3A4,1576,Prostatic Neoplasms,MESH:D011471
CYP3A4,1576,Torsades de Pointes,MESH:D016171
CYP3A43,64816,Autism Spectrum Disorder,MESH:D000067877
CYP3A43,64816,Prostatic Neoplasms,MESH:D011471
CYP3A5,1577,Autism Spectrum Disorder,MESH:D000067877
CYP3A5,1577,Essential Hypertension,MESH:D000075222
CYP3A5,1577,Kidney Diseases,MESH:D007674
CYP3A5,1577,Neurotoxicity Syndromes,MESH:D020258
CYP3A5,1577,Prostatic Neoplasms,MESH:D011471
CYP3A5,1577,Thrombosis,MESH:D013927
CYP3A62,170509,Reperfusion Injury,MESH:D015427
CYP3A7,1551,Autism Spectrum Disorder,MESH:D000067877
CYP3A9,171352,"Liver Cirrhosis, Experimental",MESH:D008106
CYP3A9,171352,Nephrosis,MESH:D009401
CYP3A9,171352,Reperfusion Injury,MESH:D015427
CYP46A1,10858,Alzheimer Disease,MESH:D000544
CYP4A10,13117,"Diabetes Mellitus, Experimental",MESH:D003921
CYP4A10,13117,Hypertension,MESH:D006973
CYP4A11,1579,Autism Spectrum Disorder,MESH:D000067877
CYP4A11,1579,"Carcinoma, Hepatocellular",MESH:D006528
CYP4A11,1579,Liver Cirrhosis,MESH:D008103
CYP4A14,13119,Cholestasis,MESH:D002779
CYP4A14,13119,"Diabetes Mellitus, Experimental",MESH:D003921
CYP4A14,13119,"Hepatitis, Animal",MESH:D006520
CYP4A22,284541,Autism Spectrum Disorder,MESH:D000067877
CYP4A3,298423,Cardiomegaly,MESH:D006332
CYP4A3,298423,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP4B1,1580,Autism Spectrum Disorder,MESH:D000067877
CYP4B1,1580,Urinary Bladder Neoplasms,MESH:D001749
CYP4F12,66002,Autism Spectrum Disorder,MESH:D000067877
CYP4F2,8529,Autism Spectrum Disorder,MESH:D000067877
CYP4F2,8529,Hypertension,MESH:D006973
CYP4F22,126410,Autism Spectrum Disorder,MESH:D000067877
CYP4F22,126410,"Lamellar ichthyosis, type 3",MESH:C537265
CYP4F3,4051,Poisoning,MESH:D011041
CYP4F8,11283,Autism Spectrum Disorder,MESH:D000067877
CYP4V2,285440,Bietti Crystalline Dystrophy,MESH:C535440
CYP4V2,285440,Retinitis pigmentosa 1,MESH:C538365
CYP4X1,260293,Autism Spectrum Disorder,MESH:D000067877
CYP4Z1,199974,Breast Neoplasms,MESH:D001943
CYP7A1,1581,Autism Spectrum Disorder,MESH:D000067877
CYP7A1,1581,Cholestasis,MESH:D002779
CYP7A1,1581,Hypercholesterolemia,MESH:D006937
CYP7B1,9420,Adenocarcinoma,MESH:D000230
CYP7B1,9420,"Bile Acid Synthesis Defect, Congenital, 3",MESH:C566340
CYP7B1,9420,Cholestasis,MESH:D002779
CYP7B1,9420,Fatty Liver,MESH:D005234
CYP7B1,9420,"Lipid Metabolism, Inborn Errors",MESH:D008052
CYP7B1,9420,Liver Diseases,MESH:D008107
CYP7B1,9420,Prostatic Neoplasms,MESH:D011471
CYP7B1,9420,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE",OMIM:270800
CYP7B1,9420,"Spastic Paraplegia, Hereditary",MESH:D015419
CYP8B1,1582,Chemical and Drug Induced Liver Injury,MESH:D056486
CYP8B1,1582,Cholestasis,MESH:D002779
CYRIA,81553,"Liver Cirrhosis, Experimental",MESH:D008106
CYRIB,51571,"Heart Failure, Diastolic",MESH:D054144
CYRIB,51571,"Liver Cirrhosis, Experimental",MESH:D008106
CYSLTR1,10800,"Asthma, Aspirin-Induced",MESH:D055963
CYSLTR1,10800,Drug Hypersensitivity,MESH:D004342
CYSLTR1,10800,"Fractures, Closed",MESH:D005596
CYSLTR2,57105,"Asthma, Aspirin-Induced",MESH:D055963
CYSLTR2,57105,Drug Hypersensitivity,MESH:D004342
CYSLTR2,57105,Pulmonary Fibrosis,MESH:D011658
CYSLTR2,57105,Uveal Melanoma,MESH:D000098943
CYSTM1,84418,"Liver Cirrhosis, Experimental",MESH:D008106
CYTB,4519,MELAS Syndrome,MESH:D017241
CYTB,4519,"Optic Atrophy, Hereditary, Leber",MESH:D029242
CYTH1,9267,Atrial Fibrillation,MESH:D001281
D2HGDH,728294,2-Hydroxyglutaricaciduria,MESH:C535306
D2HGDH,728294,"Amino Acid Metabolism, Inborn Errors",MESH:D000592
DAAM2,23500,Osteoporosis,MESH:D010024
DAB1,1600,Autistic Disorder,MESH:D001321
DAB2IP,153090,"Aortic Aneurysm, Abdominal",MESH:D017544
DAB2IP,153090,Lung Neoplasms,MESH:D008175
DAB2IP,153090,Myocardial Infarction,MESH:D009203
DAB2IP,153090,Peripheral Vascular Diseases,MESH:D016491
DAB2IP,153090,Prostatic Neoplasms,MESH:D011471
DAB2IP,153090,Pulmonary Embolism,MESH:D011655
DACT1,51339,Colorectal Neoplasms,MESH:D015179
DACT1,51339,Townes-Brocks syndrome,MESH:C536974
DACT2,168002,Liver Neoplasms,MESH:D008113
DACT3,147906,Polycystic Ovary Syndrome,MESH:D011085
DAF-16,172981,Death,MESH:D003643
DAF-2,175410,Hypoxia,MESH:D000860
DAG1,1605,Lassa Fever,MESH:D007835
DAG1,1605,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9",OMIM:613818
DAG1,1605,Prostatic Neoplasms,MESH:D011471
DAG1,1605,Walker-Warburg Syndrome,MESH:D058494
DAO,1610,Autistic Disorder,MESH:D001321
DAO,1610,"Liver Cirrhosis, Experimental",MESH:D008106
DAO,1610,Schizophrenia,MESH:D012559
DAOA,267012,Schizophrenia,MESH:D012559
DAP,1611,"Colitis, Ulcerative",MESH:D003093
DAP3,7818,Breast Neoplasms,MESH:D001943
DAPK1,1612,Adenocarcinoma,MESH:D000230
DAPK1,1612,"Aortic Aneurysm, Abdominal",MESH:D017544
DAPK1,1612,"Arthritis, Juvenile",MESH:D001171
DAPK1,1612,Brain Neoplasms,MESH:D001932
DAPK1,1612,"Carcinoma, Adenoid Cystic",MESH:D003528
DAPK1,1612,"Carcinoma, Non-Small-Cell Lung",MESH:D002289
DAPK1,1612,"Carcinoma, Renal Cell",MESH:D002292
DAPK1,1612,"Carcinoma, Transitional Cell",MESH:D002295
DAPK1,1612,Conjunctival Diseases,MESH:D003229
DAPK1,1612,"Leukemia, Myeloid, Acute",MESH:D015470
DAPK1,1612,Lung Neoplasms,MESH:D008175
DAPK1,1612,Myelodysplastic Syndromes,MESH:D009190
DAPK1,1612,Neoplasm Metastasis,MESH:D009362
DAPK1,1612,"Neoplasms, Second Primary",MESH:D016609
DAPK1,1612,Peripheral Nervous System Diseases,MESH:D010523
DAPK1,1612,Respiratory Tract Diseases,MESH:D012140
DAPK1,1612,Salivary Gland Neoplasms,MESH:D012468
DAPK2,23604,Hepatomegaly,MESH:D006529
DAPK2,23604,"Leukemia, Promyelocytic, Acute",MESH:D015473
DAPP1,27071,Osteoarthritis,MESH:D010003
DARS1,1615,HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY,OMIM:615281
DARS2,55157,Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,MESH:C567009
DAT-1,176304,Manganese Poisoning,MESH:D020149
DAT-1,176304,Nerve Degeneration,MESH:D009410
DAXX,1616,Adrenocortical Carcinoma,MESH:D018268
DAXX,1616,Neuroendocrine Tumors,MESH:D018358
DAXX,1616,Pancreatic Neoplasms,MESH:D010190
DAZ1,1617,"Spermatogenic Failure, Nonobstructive, Y-Linked",MESH:C564030
DAZ2,57055,"Spermatogenic Failure, Nonobstructive, Y-Linked",MESH:C564030
DAZ3,57054,"Spermatogenic Failure, Nonobstructive, Y-Linked",MESH:C564030
DAZL,1618,Testicular Germ Cell Tumor,MESH:C563236
DBH,1621,"Carcinoma, Hepatocellular",MESH:D006528
DBH,1621,dopamine beta hydroxylase deficiency,MESH:C535600
DBH,1621,Neuroblastoma,MESH:D009447
DBH,1621,Paranoid Disorders,MESH:D010259
DBH,1621,Pheochromocytoma,MESH:D010673
DBI,1622,Carcinoma,MESH:D002277
DBI,1622,"Mammary Neoplasms, Animal",MESH:D015674
DBI,1622,"Mammary Neoplasms, Experimental",MESH:D008325
DBNDD2,55861,"Liver Cirrhosis, Experimental",MESH:D008106
DBR1,51163,Amyotrophic Lateral Sclerosis,MESH:D000690
DBT,1629,Chemical and Drug Induced Liver Injury,MESH:D056486
DBX1,120237,Amyotrophic lateral sclerosis 1,MESH:C531617
DCAF17,80067,Woodhouse Sakati syndrome,MESH:C536742
DCAF4L2,138009,"Carcinoma, Hepatocellular",MESH:D006528
DCAF6,55827,Prostatic Neoplasms,MESH:D011471
DCAF7,10238,Craniofacial Abnormalities,MESH:D019465
DCAF7,10238,"Leukemia, Megakaryoblastic, of Down Syndrome",MESH:C566025
